Customer ID,Gender,Age,Income (USD/Month),Payment_Mode
7928,Male,36,14286,Card
6465,Male,46,3249,Card
6249,Male,31,12237,Cash
7836,Male,64,8890,Cash
7539,Male,40,24169,Card
7940,Male,57,13452,Card
8600,Male,28,7168,Card
8846,Male,33,10251,Card
8751,Male,34,17745,Cash
8586,Male,37,3513,Cash
7927,Male,62,14300,Cash
11224,Male,18,2913,Card
9584,Male,31,22812,Card
11646,Male,32,17133,Cash
55370,Male,27,12845,Cash
54452,Male,25,23628,Card
2416,Male,28,21399,Cash
2060,Male,18,8149,Card
1451,Male,35,23989,Card
1609,Male,30,23036,Card
2927,Male,33,14520,Cash
2626,Male,18,30401,Card
502,Male,28,15285,Cash
2571,Male,33,4620,Card
769,Male,63,29758,Cash
373,Male,27,5070,Cash
533,Male,52,15974,Card
1217,Male,51,3122,Cash
2039,Male,32,19358,Cash
590,Male,62,18608,Cash
2828,Male,28,15198,Card
98,Male,35,12557,Cash
591,Male,39,19842,Cash
2146,Male,31,16697,Card
16700,Male,32,3161,Cash
15732,Male,38,15171,Card
15400,Male,48,2363,Card
16786,Male,55,20325,Card
17470,Male,30,22310,Cash
15487,Male,64,4615,Cash
22557,Male,38,8808,Cash
22469,Male,37,4378,Card
50246,Male,28,3616,Cash
48443,Male,64,3605,Cash
47364,Male,35,11059,Card
46934,Male,46,18329,Cash
45834,Male,23,19821,Card
20330,Male,53,28591,Cash
20687,Male,39,8926,Cash
20206,Male,18,24295,Card
19851,Male,25,9085,Card
18893,Male,39,7144,Card
18179,Male,40,9175,Card
18556,Male,24,29066,Card
20552,Male,19,19174,Card
19699,Male,38,15794,Card
19462,Male,60,18407,Card
19038,Male,39,11046,Cash
18849,Male,20,6780,Cash
18418,Male,39,13112,Cash
20760,Male,36,24307,Card
20474,Male,21,11296,Card
18656,Male,33,15077,Card
18865,Male,35,32151,Card
18817,Male,40,5038,Cash
19185,Male,19,30500,Card
18488,Male,37,22441,Cash
19961,Male,29,24779,Card
18498,Male,19,17313,Card
20869,Male,58,8692,Card
18241,Male,39,28198,Card
18314,Male,35,14404,Card
20752,Male,63,18683,Cash
20745,Male,32,3420,Cash
20848,Male,30,17251,Card
18363,Male,32,8031,Cash
18088,Male,31,11701,Cash
18798,Male,35,5678,Cash
18490,Male,24,10573,Card
18838,Male,41,3297,Card
43177,Male,52,3266,Card
44348,Male,22,29304,Cash
44599,Male,35,5157,Cash
44264,Male,41,13981,Cash
43369,Male,31,18561,Cash
44174,Male,28,2065,Card
42366,Male,37,17057,Cash
42276,Male,45,11564,Card
42899,Male,20,21394,Cash
42066,Male,49,15619,Card
42141,Male,35,23215,Card
43099,Male,46,21994,Card
44175,Male,39,12593,Cash
42641,Male,21,16987,Card
42039,Male,62,21380,Cash
44863,Male,19,16126,Card
43536,Male,28,23695,Card
42739,Male,25,20971,Card
42970,Male,49,16980,Card
43729,Male,37,14015,Card
42330,Male,50,34001,Card
44656,Male,20,9352,Card
44379,Male,30,21510,Card
43571,Male,49,7162,Cash
42242,Male,40,11404,Cash
42332,Male,54,18194,Card
42538,Male,33,18908,Card
44107,Male,50,34959,Cash
44274,Male,25,5584,Cash
42548,Male,20,3188,Card
42682,Male,43,16542,Card
43988,Male,18,5299,Cash
43499,Male,52,17294,Card
43630,Male,39,8958,Card
42493,Male,38,2039,Cash
43000,Male,39,22864,Cash
44526,Male,24,23908,Card
43508,Male,33,3549,Cash
42918,Male,50,19251,Cash
42996,Male,22,14558,Card
44874,Male,30,3123,Card
43516,Male,34,9629,Card
42748,Male,23,3472,Card
44711,Male,32,11254,Cash
44224,Male,55,28449,Card
42056,Male,33,7016,Cash
43602,Male,56,15321,Cash
44100,Male,35,10914,Card
42535,Male,23,22264,Cash
43521,Male,64,14366,Cash
44511,Male,52,7443,Cash
44585,Male,32,23849,Card
42567,Male,36,14250,Cash
43331,Male,49,6829,Card
42954,Male,19,24014,Card
44752,Male,19,23540,Card
42654,Male,33,27842,Cash
42890,Male,30,13093,Card
43579,Male,28,19686,Card
44301,Male,31,7105,Cash
43169,Male,40,30769,Cash
44905,Male,64,3560,Cash
42461,Male,58,17760,Cash
42784,Male,31,6505,Cash
44422,Male,50,16221,Card
44193,Male,48,8476,Card
43451,Male,26,13571,Cash
42740,Male,23,22997,Cash
42110,Male,21,15310,Card
44277,Male,29,8831,Cash
44667,Male,35,4662,Card
42960,Male,55,23493,Cash
43706,Male,24,20052,Cash
43708,Male,25,10396,Card
42499,Male,25,8663,Card
44186,Male,39,10211,Card
43614,Male,23,15421,Cash
43126,Male,23,16630,Cash
42979,Male,55,20490,Card
44745,Male,60,23256,Card
44054,Male,36,3487,Card
42808,Male,22,2585,Card
42796,Male,57,9120,Cash
42793,Male,37,2964,Card
44966,Male,27,11725,Cash
43623,Male,38,19645,Cash
44343,Male,32,13167,Cash
42136,Male,43,15685,Card
44693,Male,36,16856,Cash
42842,Male,42,21006,Cash
43715,Male,20,8302,Cash
42074,Male,36,16922,Card
44652,Male,42,5229,Card
42296,Male,26,7585,Card
42195,Male,39,22565,Card
44048,Male,36,23220,Card
44062,Male,26,22558,Cash
42656,Male,19,24603,Cash
42578,Male,43,21082,Card
42217,Male,24,8654,Cash
42537,Male,27,8282,Cash
44016,Male,25,14344,Card
44210,Male,65,23830,Cash
42252,Male,60,13539,Cash
43737,Male,19,21714,Cash
43265,Male,20,30591,Card
43151,Male,36,15163,Cash
44261,Male,52,16113,Cash
44818,Male,37,31656,Card
43699,Male,40,21090,Card
42259,Male,29,25915,Card
44253,Male,41,5444,Cash
42372,Male,19,16586,Cash
42857,Male,32,8079,Card
43990,Male,33,9352,Cash
44240,Male,30,18723,Card
43445,Male,23,23765,Card
42742,Male,36,4190,Cash
43815,Male,39,6685,Cash
44594,Male,21,33049,Cash
44316,Male,25,28623,Cash
42571,Male,60,19294,Cash
43020,Male,59,15032,Cash
42803,Male,37,27013,Card
43541,Male,63,10406,Card
43203,Male,40,6717,Card
44091,Male,64,22292,Card
44089,Male,37,19927,Card
42615,Male,47,19145,Card
43344,Male,31,16201,Card
44430,Male,54,8114,Card
43939,Male,44,16990,Cash
43584,Male,31,24527,Card
44907,Male,25,16130,Card
44336,Male,22,3326,Card
43326,Male,34,2367,Card
44297,Male,40,14753,Card
36512,Male,27,8266,Cash
36850,Male,64,21151,Cash
37896,Male,39,7143,Card
37800,Male,61,2687,Cash
37113,Male,51,15251,Cash
38915,Male,52,14358,Card
36691,Male,28,6491,Cash
38274,Male,24,14519,Card
38641,Male,24,13801,Card
37641,Male,21,5105,Card
38247,Male,25,12196,Card
38256,Male,22,25930,Cash
37005,Male,40,23282,Card
38635,Male,31,24682,Card
38494,Male,33,33892,Card
14850,Male,39,14563,Cash
13157,Male,38,7082,Card
13717,Male,34,22568,Cash
13231,Male,61,22435,Card
13258,Male,36,13202,Card
13499,Male,38,23529,Card
13166,Male,19,21371,Card
14340,Male,42,5484,Cash
12335,Male,24,4742,Cash
12072,Male,35,18743,Card
13090,Male,40,17601,Cash
14260,Male,54,29579,Card
39975,Male,40,7931,Card
39941,Male,34,19034,Card
51779,Male,28,7138,Card
52586,Male,35,10935,Card
53334,Male,26,20875,Card
51011,Male,53,24173,Cash
52067,Male,58,26619,Cash
51693,Male,40,11533,Card
51246,Male,61,2035,Card
52733,Male,36,24748,Card
53094,Male,24,5686,Card
52284,Male,23,12062,Card
52185,Male,44,4154,Card
51082,Male,40,3357,Card
27602,Male,23,8542,Card
27594,Male,28,3901,Cash
27884,Male,32,13505,Cash
28533,Male,39,28386,Cash
29039,Male,35,17761,Card
28102,Male,39,14181,Card
29494,Male,28,5644,Card
27891,Male,24,14593,Cash
29651,Male,23,2175,Card
27440,Male,24,20462,Cash
29599,Male,27,12948,Cash
27228,Male,24,15170,Cash
27705,Male,61,5002,Card
29009,Male,28,15771,Card
29558,Male,27,9555,Cash
27092,Male,32,9572,Cash
29443,Male,46,2641,Cash
28932,Male,40,21303,Card
29559,Male,20,2571,Card
27749,Male,19,13576,Card
29675,Male,27,22560,Card
29159,Male,35,23267,Card
28115,Male,62,12759,Card
28137,Male,36,10164,Card
33771,Male,31,23347,Card
35061,Male,60,23386,Card
33730,Male,18,18347,Card
33676,Male,27,11312,Card
34040,Male,60,28973,Card
57195,Male,36,24487,Card
59288,Male,56,11798,Cash
57824,Male,54,16714,Card
59580,Male,19,8104,Card
57825,Male,33,12736,Card
59807,Male,39,7465,Card
57102,Male,32,17384,Card
59062,Male,23,18679,Cash
57874,Male,29,23489,Cash
59419,Male,18,12819,Card
57990,Male,57,8992,Card
59588,Male,20,5136,Card
58056,Male,59,15680,Card
59272,Male,38,34968,Card
57854,Male,65,5477,Card
58656,Male,51,20735,Card
57474,Male,34,16558,Card
58500,Male,22,11869,Card
58838,Male,27,14257,Card
59310,Male,38,15387,Cash
58665,Male,22,6332,Cash
59961,Male,61,12377,Card
58742,Male,24,4884,Cash
59793,Male,28,4666,Cash
59825,Male,47,7434,Cash
57691,Male,20,17247,Cash
57758,Male,52,12831,Cash
58476,Male,59,19346,Cash
57180,Male,21,16256,Card
57153,Male,25,18975,Card
59838,Male,32,30467,Card
59301,Male,58,29692,Cash
57911,Male,34,24656,Card
58805,Male,33,3550,Card
58773,Male,30,30859,Cash
59006,Male,19,16321,Card
59255,Male,31,16847,Cash
57060,Male,63,22741,Card
57947,Male,21,12866,Card
58434,Male,29,29874,Cash
58945,Male,31,5853,Cash
57622,Male,28,25756,Cash
57234,Male,35,33282,Card
58480,Male,25,22925,Card
58898,Male,46,11881,Card
59824,Male,18,7809,Cash
58951,Male,24,2698,Card
57222,Male,38,17669,Cash
59896,Male,36,19514,Cash
58888,Male,34,14889,Card
57661,Male,30,13403,Card
59144,Male,46,13079,Card
59367,Male,19,21656,Card
57812,Male,24,24415,Card
4269,Male,61,19370,Cash
3059,Male,39,12233,Card
5679,Male,41,3023,Card
3617,Male,34,18886,Card
5402,Male,32,17109,Cash
4118,Male,32,14390,Card
3066,Male,35,16730,Cash
4408,Male,20,24508,Card
3836,Male,25,24757,Card
3243,Male,24,11661,Card
4678,Male,41,33706,Card
5882,Male,45,16380,Card
5359,Male,40,13359,Card
3167,Male,20,34838,Card
3408,Male,35,13421,Card
5249,Male,37,22551,Cash
5092,Male,51,23767,Card
4581,Male,34,22611,Card
5438,Male,32,6295,Card
4820,Male,29,8613,Card
5822,Male,41,3032,Cash
3110,Male,19,8485,Card
4192,Male,30,19809,Card
5970,Male,21,9380,Card
5993,Male,50,14405,Card
3363,Male,31,23320,Card
4439,Male,18,28001,Card
5077,Male,36,4443,Card
3750,Male,30,18854,Cash
5031,Male,55,12981,Card
5161,Male,23,10012,Card
5773,Male,33,26038,Card
5816,Male,19,14849,Card
3295,Male,53,22999,Cash
3664,Male,30,8900,Card
4615,Male,31,2042,Cash
4772,Male,35,12641,Card
4802,Male,33,27306,Card
3020,Male,49,6602,Card
5067,Male,34,4604,Card
3778,Male,31,12755,Cash
4924,Male,47,4895,Card
4710,Male,40,3893,Cash
3597,Male,37,8526,Card
3718,Male,19,11702,Card
5322,Male,32,16284,Card
5806,Male,34,21493,Card
5803,Male,54,4964,Card
4413,Male,43,11459,Cash
5704,Male,32,23540,Card
4429,Male,20,23387,Cash
5633,Male,49,23206,Card
4712,Male,35,3718,Cash
3496,Male,32,14773,Card
3080,Male,39,6142,Card
4856,Male,35,15138,Card
4551,Male,19,6316,Cash
3820,Male,39,18836,Card
5285,Male,42,12023,Card
5728,Male,19,2827,Cash
5682,Male,48,23694,Cash
3487,Male,29,18874,Card
3377,Male,58,12588,Card
4671,Male,26,7570,Cash
5203,Male,26,9153,Cash
5268,Male,25,2062,Cash
3552,Male,34,24381,Cash
5523,Male,35,9888,Card
5329,Male,24,16316,Card
4866,Male,18,28443,Card
5957,Male,28,3478,Card
4448,Male,19,19744,Card
4740,Male,57,18703,Cash
3322,Male,29,8254,Card
4425,Male,22,5057,Cash
5602,Male,23,10403,Card
3194,Male,25,30691,Card
5354,Male,35,23957,Card
4489,Male,21,32132,Cash
3420,Male,40,13824,Cash
4381,Male,26,24643,Cash
5919,Male,30,13174,Card
4447,Male,65,16440,Cash
5922,Male,28,11215,Card
3144,Male,34,22671,Cash
5794,Male,61,23354,Card
4315,Male,30,12947,Card
4873,Male,62,15253,Card
5581,Male,19,17245,Card
3703,Male,35,23352,Cash
4939,Male,58,15177,Cash
4021,Male,35,30186,Card
4837,Male,28,4655,Card
5650,Male,45,6965,Cash
4243,Male,37,8978,Cash
5867,Male,36,2103,Card
4664,Male,19,17895,Card
5583,Male,27,7417,Card
5641,Male,42,10027,Card
4184,Male,49,10734,Card
5702,Male,37,10067,Cash
5217,Male,60,27530,Cash
5515,Male,22,15169,Card
4273,Male,19,12223,Cash
5395,Male,40,8497,Card
4960,Male,20,23475,Cash
3072,Male,30,21922,Card
3766,Male,33,11627,Cash
4319,Male,29,13481,Card
5368,Male,24,20096,Cash
5551,Male,32,16217,Cash
4347,Male,41,3981,Card
3272,Male,49,6972,Card
4827,Male,38,22329,Card
3104,Male,21,10748,Card
4763,Male,25,14311,Card
4962,Male,63,11383,Cash
5211,Male,35,10393,Cash
4573,Male,32,22204,Cash
4314,Male,56,16340,Card
3471,Male,65,3574,Cash
4535,Male,39,19199,Card
5017,Male,25,7445,Cash
4206,Male,28,6130,Cash
3853,Male,18,12259,Cash
4177,Male,26,20345,Card
3866,Male,28,19659,Cash
3784,Male,22,14113,Card
4520,Male,40,23361,Card
5618,Male,36,17782,Card
3988,Male,32,18601,Card
4822,Male,31,6973,Card
4204,Male,50,9145,Card
3251,Male,23,13077,Cash
5642,Male,35,16965,Cash
4838,Male,27,21734,Card
5132,Male,62,4317,Card
4895,Male,33,11974,Cash
5177,Male,36,14125,Card
3230,Male,19,14519,Cash
4284,Male,28,18446,Cash
3054,Male,19,30011,Cash
3025,Male,29,14154,Cash
3588,Male,44,2908,Card
5594,Male,42,21768,Card
3345,Male,33,3310,Card
4137,Male,52,26702,Cash
4379,Male,24,5895,Cash
5126,Male,23,11911,Cash
5560,Male,65,2827,Card
3870,Male,31,19648,Cash
3481,Male,46,3311,Card
3697,Male,40,17907,Card
5779,Male,42,13913,Card
5102,Male,38,20464,Cash
3456,Male,33,14067,Cash
3215,Male,49,26870,Card
4951,Male,23,12451,Cash
3753,Male,28,19516,Cash
5671,Male,24,7081,Cash
4521,Male,27,24007,Card
5396,Male,26,21583,Card
5674,Male,54,2365,Cash
3202,Male,21,8072,Cash
4844,Male,32,5548,Cash
5229,Male,64,7918,Card
4346,Male,45,11327,Cash
5814,Male,29,6834,Cash
3777,Male,40,12240,Cash
4621,Male,44,8898,Card
5181,Male,21,22837,Cash
5447,Male,27,23559,Cash
3780,Male,44,16275,Card
3971,Male,18,24583,Cash
3035,Male,42,11417,Card
25066,Male,63,12718,Cash
25151,Male,54,6371,Card
26008,Male,28,5998,Card
24950,Male,36,15855,Card
25947,Male,30,19269,Cash
26688,Male,24,5134,Cash
26220,Male,24,5303,Cash
26351,Male,55,5370,Cash
25524,Male,19,33126,Cash
24916,Male,29,6565,Cash
24451,Male,34,26367,Cash
26299,Male,37,2729,Card
25072,Male,54,25343,Card
24002,Male,32,19414,Card
25653,Male,54,3707,Cash
25445,Male,19,22488,Card
24138,Male,35,10258,Cash
26290,Male,54,11678,Cash
25154,Male,18,7806,Cash
25241,Male,26,29634,Cash
24573,Male,32,2895,Card
26935,Male,20,8135,Cash
26602,Male,45,20581,Card
25639,Male,32,9074,Cash
26995,Male,42,12735,Cash
25106,Male,19,14957,Card
26824,Male,26,9542,Card
32400,Male,28,17950,Card
31023,Male,19,6787,Card
30696,Male,41,15798,Card
32546,Male,23,7320,Card
30046,Male,35,14398,Card
30163,Male,37,19860,Card
31402,Male,61,16776,Cash
7715,Male,21,21372,Cash
6851,Male,22,26427,Cash
6534,Male,56,16187,Card
7724,Male,37,22981,Cash
6548,Male,20,10492,Cash
6353,Male,38,22207,Card
8378,Male,33,9150,Card
8684,Male,23,3702,Card
8356,Male,62,13818,Cash
7191,Male,33,2556,Cash
7060,Male,21,22855,Card
6229,Male,55,13689,Card
6857,Male,20,6159,Card
7147,Male,18,19580,Cash
8942,Male,59,23090,Card
6497,Male,48,10646,Card
8617,Male,30,12103,Cash
7492,Male,24,9001,Card
7326,Male,40,22746,Cash
7936,Male,60,9678,Cash
7500,Male,30,22859,Cash
6167,Male,37,13588,Card
6553,Male,28,8625,Card
6539,Male,38,6978,Card
7359,Male,18,20041,Cash
6788,Male,19,6217,Cash
7315,Male,27,21374,Card
8535,Male,27,12841,Cash
7213,Male,20,19790,Card
8186,Male,55,9269,Cash
6266,Male,39,19780,Card
7502,Male,55,17173,Cash
7705,Male,19,22979,Card
7772,Male,32,4118,Cash
8117,Male,21,5946,Cash
8546,Male,63,8839,Card
7178,Male,23,8279,Card
7789,Male,37,9617,Card
8757,Male,47,18320,Cash
8367,Male,26,22110,Cash
6664,Male,54,9735,Card
7624,Male,42,4606,Cash
7076,Male,21,9699,Card
7821,Male,47,23569,Card
8755,Male,39,24760,Card
6431,Male,31,20130,Cash
7522,Male,34,13430,Card
7674,Male,38,3326,Cash
7935,Male,20,2952,Card
7124,Male,29,15866,Cash
7474,Male,20,23393,Cash
6107,Male,49,24472,Cash
8968,Male,46,11668,Card
7552,Male,33,3370,Card
8507,Male,58,14900,Card
7335,Male,28,10290,Card
7819,Male,18,2429,Card
7877,Male,27,34889,Card
7176,Male,38,14241,Cash
6148,Male,57,19381,Card
7871,Male,37,23543,Cash
8405,Male,31,16038,Card
7439,Male,23,2173,Cash
7452,Male,23,29672,Card
7986,Male,31,2310,Card
7031,Male,18,21760,Card
8770,Male,32,5948,Card
6801,Male,29,4109,Card
8946,Male,40,17996,Card
8165,Male,24,4135,Card
6977,Male,19,23695,Card
6377,Male,25,20552,Cash
8435,Male,34,20623,Card
7398,Male,63,15725,Cash
7975,Male,18,12282,Card
7156,Male,38,4983,Card
7931,Male,22,18836,Card
6832,Male,61,22804,Cash
8293,Male,20,15739,Cash
8454,Male,20,14766,Card
8042,Male,32,18995,Cash
6363,Male,22,4276,Card
6004,Male,47,17861,Card
7835,Male,52,12609,Cash
7976,Male,30,20847,Cash
6588,Male,21,21108,Card
7538,Male,64,11203,Cash
7777,Male,56,9132,Cash
7639,Male,23,19825,Card
6624,Male,37,8794,Card
7645,Male,65,14715,Cash
7333,Male,36,19778,Cash
7073,Male,26,13150,Cash
8839,Male,39,22107,Card
8867,Male,19,19168,Cash
7017,Male,41,20204,Cash
6914,Male,30,11120,Cash
8936,Male,25,22555,Cash
8908,Male,44,11925,Card
7564,Male,36,17472,Card
6572,Male,37,2407,Cash
7904,Male,33,20086,Card
7233,Male,50,9174,Card
8694,Male,44,2158,Card
8571,Male,24,18581,Card
6952,Male,27,18063,Cash
9841,Male,52,23814,Card
11656,Male,49,20988,Card
9198,Male,44,18094,Card
10454,Male,39,13257,Cash
9665,Male,40,11309,Card
54825,Male,28,6216,Card
54218,Male,49,14640,Cash
2407,Male,32,19435,Cash
695,Male,20,7759,Cash
2735,Male,33,12911,Cash
2769,Male,28,4257,Card
1960,Male,24,4236,Card
2153,Male,18,8193,Card
1946,Male,24,10602,Cash
741,Male,35,17486,Cash
1604,Male,32,3648,Card
2543,Male,18,3113,Card
246,Male,26,25731,Card
901,Male,36,20574,Cash
1111,Male,42,9719,Card
2302,Male,65,24340,Card
1380,Male,18,10599,Card
2876,Male,30,5162,Card
1628,Male,26,5460,Card
818,Male,18,8653,Card
2578,Male,28,29241,Card
1797,Male,24,12592,Cash
2814,Male,64,22395,Card
1829,Male,22,30621,Card
726,Male,36,20617,Cash
2933,Male,32,14090,Card
1249,Male,18,7027,Cash
1201,Male,29,23462,Card
2519,Male,52,5107,Cash
2672,Male,27,3502,Card
1865,Male,32,8060,Card
1179,Male,45,16798,Cash
1566,Male,20,30276,Cash
1022,Male,20,22359,Card
2491,Male,19,11188,Cash
486,Male,21,14416,Card
469,Male,58,18203,Card
1555,Male,19,3764,Card
2964,Male,24,13846,Card
816,Male,25,22209,Card
1048,Male,32,21837,Card
2819,Male,35,24734,Card
455,Male,44,2514,Card
919,Male,21,5334,Card
957,Male,61,4347,Card
2203,Male,40,6477,Card
9,Male,32,21212,Card
1066,Male,22,19150,Card
2541,Male,22,17890,Cash
1981,Male,30,19349,Card
951,Male,27,15699,Cash
2609,Male,31,31091,Card
2265,Male,33,24868,Card
2760,Male,21,4399,Card
2404,Male,38,5326,Cash
857,Male,22,11438,Cash
838,Male,32,16766,Cash
1859,Male,31,16502,Card
2192,Male,33,6131,Card
1250,Male,64,17883,Card
268,Male,31,3273,Cash
364,Male,22,14673,Card
1233,Male,31,16514,Cash
804,Male,24,7333,Card
1405,Male,64,12353,Card
2911,Male,57,13404,Card
1301,Male,65,6135,Cash
376,Male,21,6788,Cash
2238,Male,30,9460,Card
475,Male,36,9959,Cash
2545,Male,37,19803,Cash
997,Male,26,20830,Card
2171,Male,31,13937,Card
912,Male,36,8737,Card
112,Male,33,19344,Card
2757,Male,25,31030,Card
2829,Male,46,3161,Card
105,Male,31,16003,Card
2595,Male,21,10439,Cash
2222,Male,22,11081,Card
1922,Male,33,2897,Card
849,Male,65,18577,Card
2794,Male,59,5342,Cash
2605,Male,26,30483,Card
1698,Male,23,22120,Card
1482,Male,20,12328,Card
1600,Male,35,20019,Card
2671,Male,48,20884,Card
1934,Male,31,17820,Card
683,Male,53,31517,Cash
1774,Male,35,30994,Cash
732,Male,48,8214,Cash
330,Male,58,18152,Cash
718,Male,53,17902,Cash
2207,Male,39,17491,Cash
1330,Male,29,15828,Cash
2001,Male,35,8512,Card
1995,Male,24,17978,Card
1073,Male,21,20197,Card
639,Male,20,17060,Cash
2041,Male,37,34732,Cash
783,Male,62,21851,Card
2487,Male,26,15352,Card
2437,Male,25,24315,Cash
2596,Male,61,16592,Card
2682,Male,36,15280,Card
195,Male,40,17940,Cash
2978,Male,21,20382,Card
2824,Male,26,12204,Cash
761,Male,49,6315,Cash
1693,Male,42,20746,Cash
2731,Male,20,22350,Cash
676,Male,23,12921,Card
2863,Male,19,12524,Card
2585,Male,32,8224,Card
1338,Male,18,10924,Cash
1918,Male,41,22768,Card
2751,Male,18,13200,Card
2355,Male,28,24477,Cash
1270,Male,36,21493,Cash
2500,Male,25,20812,Card
748,Male,22,8948,Cash
999,Male,30,5886,Card
815,Male,18,9253,Cash
958,Male,24,22014,Cash
2067,Male,23,7236,Card
1808,Male,59,18999,Cash
1144,Male,20,10707,Card
439,Male,22,5494,Cash
421,Male,59,22830,Card
1904,Male,38,18859,Cash
1999,Male,23,12356,Card
2544,Male,27,6822,Card
1464,Male,19,21740,Card
2506,Male,51,23235,Card
45,Male,21,19990,Card
1047,Male,62,3419,Cash
1294,Male,25,11715,Card
2593,Male,33,9725,Card
1020,Male,48,21007,Cash
1540,Male,18,20839,Cash
1906,Male,51,4074,Cash
257,Male,21,8518,Card
2343,Male,34,10972,Cash
959,Male,27,16377,Card
1779,Male,18,15039,Card
930,Male,52,22347,Cash
2659,Male,39,23131,Card
441,Male,28,12989,Card
1520,Male,18,14187,Cash
1305,Male,27,2750,Cash
1438,Male,36,9227,Cash
1062,Male,25,5645,Cash
1461,Male,25,7567,Cash
320,Male,46,6112,Cash
1526,Male,26,15413,Card
1422,Male,38,16656,Cash
2616,Male,28,23620,Cash
85,Male,19,19765,Card
2773,Male,44,30848,Card
2677,Male,20,2456,Card
2270,Male,37,23770,Card
1518,Male,45,28541,Cash
2354,Male,34,15061,Card
337,Male,20,23802,Card
2732,Male,56,17335,Card
1314,Male,35,16557,Card
708,Male,36,17466,Card
955,Male,50,19748,Cash
2558,Male,29,20650,Card
2884,Male,40,11340,Card
1237,Male,21,8044,Card
573,Male,34,2589,Card
1375,Male,45,12186,Cash
2985,Male,58,22463,Cash
2675,Male,36,17395,Cash
199,Male,56,21690,Cash
808,Male,27,5941,Cash
488,Male,35,19223,Cash
1308,Male,26,23843,Cash
2082,Male,37,21410,Card
559,Male,18,6233,Cash
374,Male,21,26477,Card
1624,Male,19,13556,Card
1553,Male,18,8738,Card
2344,Male,36,2464,Card
2644,Male,52,18406,Card
2711,Male,47,5919,Card
1542,Male,24,8710,Cash
780,Male,29,23291,Cash
1523,Male,52,17692,Card
2564,Male,18,20191,Card
513,Male,40,8766,Cash
2529,Male,63,4551,Cash
2712,Male,26,8379,Card
2761,Male,40,11462,Card
17444,Male,24,10177,Cash
17511,Male,23,10711,Card
16737,Male,29,27305,Card
17099,Male,38,19787,Card
