Product,date,Sales,Price Discount (%),In-Store Promo,Catalogue Promo,Store End Promo,Google_Mobility,Covid_Flag,V_DAY,EASTER,CHRISTMAS,Sales_standardized,Google_Mobility_standardized,Year,Quarter,Month,Day,Week
SKU1,2017-05-07,39782,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.5456172640340842,-0.42047628698054745,2017,2,5,7,18
SKU1,2017-05-14,29490,0.0,0,0,0,0.0,0,0,0,0,0.38376093109805404,-0.42047628698054745,2017,2,5,14,19
SKU1,2017-05-21,25936,0.0,0,0,0,0.0,0,0,0,0,0.3143291557684505,-0.42047628698054745,2017,2,5,21,20
SKU1,2017-05-28,26045,0.0,0,0,0,0.0,0,0,0,0,0.3165966156871767,-0.42047628698054745,2017,2,5,28,21
SKU1,2017-06-04,25903,0.0,1,0,1,0.0,0,0,0,0,0.31364079762886643,-0.42047628698054745,2017,2,6,4,22
SKU1,2017-06-11,43689,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.596268338141506,-0.42047628698054745,2017,2,6,11,23
SKU1,2017-06-18,25446,0.0,1,0,1,0.0,0,0,0,0,0.3040168647656953,-0.42047628698054745,2017,2,6,18,24
SKU1,2017-06-25,42543,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.5818967263049019,-0.42047628698054745,2017,2,6,25,25
SKU1,2017-07-02,27001,0.0,1,0,1,0.0,0,0,0,0,0.33608652074205453,-0.42047628698054745,2017,3,7,2,26
SKU1,2017-07-09,45198,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6146276656276805,-0.42047628698054745,2017,3,7,9,27
SKU1,2017-07-16,28650,0.0,1,0,1,0.0,0,0,0,0,0.3681368903718805,-0.42047628698054745,2017,3,7,16,28
SKU1,2017-07-23,42032,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.5753631986714063,-0.42047628698054745,2017,3,7,23,29
SKU1,2017-07-30,27657,0.0,0,0,0,0.0,0,0,0,0,0.349065151846772,-0.42047628698054745,2017,3,7,30,30
SKU1,2017-08-06,26888,0.0,1,0,1,0.0,0,0,0,0,0.333819076263714,-0.42047628698054745,2017,3,8,6,31
SKU1,2017-08-13,46260,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6271846878688239,-0.42047628698054745,2017,3,8,13,32
SKU1,2017-08-20,29415,0.0,1,0,1,0.0,0,0,0,0,0.38238413883627753,-0.42047628698054745,2017,3,8,20,33
SKU1,2017-08-27,50471,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.6742888161448224,-0.42047628698054745,2017,3,8,27,34
SKU1,2017-09-03,49531,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6641240568920855,-0.42047628698054745,2017,3,9,3,35
SKU1,2017-09-10,30874,0.0,0,1,1,0.0,0,0,0,0,0.4085576161545377,-0.42047628698054745,2017,3,9,10,36
SKU1,2017-09-17,82940,0.5301204819277109,0,0,0,0.0,0,0,0,0,0.9428525818650879,-0.42047628698054745,2017,3,9,17,37
SKU1,2017-09-24,34481,0.0,1,0,1,0.0,0,0,0,0,0.4682981874965859,-0.42047628698054745,2017,3,9,24,38
SKU1,2017-10-01,96610,0.5301204819277109,0,0,0,0.0,0,0,0,0,1.0253410651005093,-0.42047628698054745,2017,4,10,1,39
SKU1,2017-10-08,31898,0.0,0,0,0,0.0,0,0,0,0,0.4261989940685186,-0.42047628698054745,2017,4,10,8,40
SKU1,2017-10-15,33967,0.0,0,0,0,0.0,0,0,0,0,0.46017789536324233,-0.42047628698054745,2017,4,10,15,41
SKU1,2017-10-22,33429,0.0,0,0,0,0.0,0,0,0,0,0.4515457585507701,-0.42047628698054745,2017,4,10,22,42
SKU1,2017-10-29,34918,0.0,1,0,0,0.0,0,0,0,0,0.47510737467296543,-0.42047628698054745,2017,4,10,29,43
SKU1,2017-11-05,104775,0.5301204819277109,1,0,0,0.0,0,0,0,0,1.0692079419121276,-0.42047628698054745,2017,4,11,5,44
SKU1,2017-11-12,57417,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7440041829183702,-0.42047628698054745,2017,4,11,12,45
SKU1,2017-11-19,60631,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.773452538277977,-0.42047628698054745,2017,4,11,19,46
SKU1,2017-11-26,64904,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.810274148404491,-0.42047628698054745,2017,4,11,26,47
SKU1,2017-12-03,66333,0.20481927710843376,1,0,0,0.0,0,0,0,1,0.8220491318293086,-0.42047628698054745,2017,4,12,3,48
SKU1,2017-12-10,71917,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.865749403877492,-0.42047628698054745,2017,4,12,10,49
SKU1,2017-12-17,94633,0.20481927710843376,1,0,0,0.0,0,0,0,0,1.0141619899761325,-0.42047628698054745,2017,4,12,17,50
SKU1,2017-12-24,155253,0.20481927710843376,1,0,0,0.0,0,0,0,0,1.2818254519984922,-0.42047628698054745,2017,4,12,24,51
SKU1,2017-12-31,89706,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.9852526687782309,-0.42047628698054745,2017,4,12,31,52
SKU1,2018-01-07,41941,0.0,0,0,0,0.0,0,0,0,0,0.5741913666163733,-0.42047628698054745,2018,1,1,7,1
SKU1,2018-01-14,37845,0.0,0,0,0,0.0,0,0,0,0,0.5186293319635319,-0.42047628698054745,2018,1,1,14,2
SKU1,2018-01-21,43324,0.07228915662650603,1,0,1,0.0,0,0,0,0,0.5917323165709414,-0.42047628698054745,2018,1,1,21,3
SKU1,2018-01-28,65691,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.816790741633718,-0.42047628698054745,2018,1,1,28,4
SKU1,2018-02-04,35016,0.0,0,0,0,0.0,0,0,0,0,0.4766226773650462,-0.42047628698054745,2018,1,2,4,5
SKU1,2018-02-11,33604,0.0,1,0,1,0.0,0,1,0,0,0.45436876093899026,-0.42047628698054745,2018,1,2,11,6
SKU1,2018-02-18,55216,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.7228704706234829,-0.42047628698054745,2018,1,2,18,7
SKU1,2018-02-25,33908,0.0,1,0,1,0.0,0,0,0,0,0.4592379484939249,-0.42047628698054745,2018,1,2,25,8
SKU1,2018-03-04,51305,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.6831500802960002,-0.42047628698054745,2018,1,3,4,9
SKU1,2018-03-11,91870,0.5301204819277109,1,0,0,0.0,0,0,0,0,0.9981407544635036,-0.42047628698054745,2018,1,3,11,10
SKU1,2018-03-18,51438,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.68454987714335,-0.42047628698054745,2018,1,3,18,11
SKU1,2018-03-25,54925,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7200134661384463,-0.42047628698054745,2018,1,3,25,12
SKU1,2018-04-01,79050,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.9168801056391456,-0.42047628698054745,2018,2,4,1,13
SKU1,2018-04-08,35136,0.0,0,0,0,0.0,0,0,1,0,0.4784723848552103,-0.42047628698054745,2018,2,4,8,14
SKU1,2018-04-15,34800,0.0,1,0,1,0.0,0,0,0,0,0.473277173339064,-0.42047628698054745,2018,2,4,15,15
SKU1,2018-04-22,56351,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.7338716976640743,-0.42047628698054745,2018,2,4,22,16
SKU1,2018-04-29,34225,0.0,1,0,1,0.0,0,0,0,0,0.464269083363012,-0.42047628698054745,2018,2,4,29,17
SKU1,2018-05-06,49036,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.658693525566602,-0.42047628698054745,2018,2,5,6,18
SKU1,2018-05-13,52964,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.7003566113095834,-0.42047628698054745,2018,2,5,13,19
SKU1,2018-05-20,34526,0.0,0,0,0,0.0,0,0,0,0,0.46900333612447687,-0.42047628698054745,2018,2,5,20,20
SKU1,2018-05-27,33308,0.0,1,0,1,0.0,0,0,0,0,0.4495851992848825,-0.42047628698054745,2018,2,5,27,21
SKU1,2018-06-03,49314,0.20481927710843376,0,1,1,0.0,0,0,0,0,0.6617501112931998,-0.42047628698054745,2018,2,6,3,22
SKU1,2018-06-10,84075,0.5301204819277109,0,0,0,0.0,0,0,0,0,0.9502013694205292,-0.42047628698054745,2018,2,6,10,23
SKU1,2018-06-17,32223,0.0,0,0,0,0.0,0,0,0,0,0.4316798334006069,-0.42047628698054745,2018,2,6,17,24
SKU1,2018-06-24,32463,0.0,1,0,1,0.0,0,0,0,0,0.4356918556647403,-0.42047628698054745,2018,2,6,24,25
SKU1,2018-07-01,51818,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.688529442781229,-0.42047628698054745,2018,3,7,1,26
SKU1,2018-07-08,35597,0.0,0,0,0,0.0,0,0,0,0,0.48552007075903497,-0.42047628698054745,2018,3,7,8,27
SKU1,2018-07-15,35354,0.0,0,0,0,0.0,0,0,0,0,0.48181658198316435,-0.42047628698054745,2018,3,7,15,28
SKU1,2018-07-22,35191,0.0,0,0,0,0.0,0,0,0,0,0.4793180572608329,-0.42047628698054745,2018,3,7,22,29
SKU1,2018-07-29,33057,0.0,0,0,0,0.0,0,0,0,0,0.4454954429899453,-0.42047628698054745,2018,3,7,29,30
SKU1,2018-08-05,32373,0.0,0,0,0,0.0,0,0,0,0,0.43419083385599183,-0.42047628698054745,2018,3,8,5,31
SKU1,2018-08-12,31850,0.0,0,0,0,0.0,0,0,0,0,0.4253847868388514,-0.42047628698054745,2018,3,8,12,32
SKU1,2018-08-19,31772,0.0,0,0,0,0.0,0,0,0,0,0.4240590794561709,-0.42047628698054745,2018,3,8,19,33
SKU1,2018-08-26,29976,0.0,1,0,0,0.0,0,0,0,0,0.3925985735976738,-0.42047628698054745,2018,3,8,26,34
SKU1,2018-09-02,52126,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.6917336310779588,-0.42047628698054745,2018,3,9,2,35
SKU1,2018-09-09,48279,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.650281709830212,-0.42047628698054745,2018,3,9,9,36
SKU1,2018-09-16,86576,0.5301204819277109,1,0,0,0.0,0,0,0,0,0.9660504722903972,-0.42047628698054745,2018,3,9,16,37
SKU1,2018-09-23,49548,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.6643095946774704,-0.42047628698054745,2018,3,9,23,38
SKU1,2018-09-30,67966,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.8351984176873485,-0.42047628698054745,2018,3,9,30,39
SKU1,2018-10-07,33433,0.0,0,0,0,0.0,0,0,0,0,0.4516104491928992,-0.42047628698054745,2018,4,10,7,40
SKU1,2018-10-14,31482,0.0,0,0,0,0.0,0,0,0,0,0.4191014605562444,-0.42047628698054745,2018,4,10,14,41
SKU1,2018-10-21,32196,0.0,0,0,0,0.0,0,0,0,0,0.43122661226823583,-0.42047628698054745,2018,4,10,21,42
SKU1,2018-10-28,32717,0.0,0,1,1,0.0,0,0,0,0,0.43990573462684995,-0.42047628698054745,2018,4,10,28,43
SKU1,2018-11-04,97972,0.5301204819277109,1,0,1,0.0,0,0,0,0,1.0329102810789232,-0.42047628698054745,2018,4,11,4,44
SKU1,2018-11-11,51495,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.6851486824703583,-0.42047628698054745,2018,4,11,11,45
SKU1,2018-11-18,52048,0.20481927710843376,0,1,1,0.0,0,0,0,0,0.6909239745349869,-0.42047628698054745,2018,4,11,18,46
SKU1,2018-11-25,52532,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.6959285281154032,-0.42047628698054745,2018,4,11,25,47
SKU1,2018-12-02,59037,0.20481927710843376,0,1,1,0.0,0,0,0,1,0.7590478940493267,-0.42047628698054745,2018,4,12,2,48
SKU1,2018-12-09,109917,0.5301204819277109,0,1,1,0.0,0,0,0,0,1.0951120742113467,-0.42047628698054745,2018,4,12,9,49
SKU1,2018-12-16,80431,0.3373493975903615,0,1,1,0.0,0,0,0,0,0.9262441607547532,-0.42047628698054745,2018,4,12,16,50
SKU1,2018-12-23,174994,0.3373493975903615,1,0,1,0.0,0,0,0,0,1.346542624580044,-0.42047628698054745,2018,4,12,23,51
SKU1,2018-12-30,96211,0.3373493975903615,0,0,0,0.0,0,0,0,0,1.0231034339254446,-0.42047628698054745,2018,4,12,30,52
SKU1,2019-01-06,40420,0.0,0,0,0,0.0,0,0,0,0,0.5542194263880297,-0.42047628698054745,2019,1,1,6,1
SKU1,2019-01-13,34603,0.0,1,0,1,0.0,0,0,0,0,0.47020779475981944,-0.42047628698054745,2019,1,1,13,2
SKU1,2019-01-20,48759,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.6556306509281575,-0.42047628698054745,2019,1,1,20,3
SKU1,2019-01-27,58215,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.7514669186183209,-0.42047628698054745,2019,1,1,27,4
SKU1,2019-02-03,30561,0.0,0,0,0,0.0,0,0,0,0,0.4030483732842516,-0.42047628698054745,2019,1,2,3,5
SKU1,2019-02-10,29867,0.0,1,0,1,0.0,0,1,0,0,0.390628996748347,-0.42047628698054745,2019,1,2,10,6
SKU1,2019-02-17,48001,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6471594091491095,-0.42047628698054745,2019,1,2,17,7
SKU1,2019-02-24,30016,0.0,0,0,0,0.0,0,0,0,0,0.3933195583180035,-0.42047628698054745,2019,1,2,24,8
SKU1,2019-03-03,30502,0.0,0,0,0,0.0,0,0,0,0,0.4020035722127135,-0.42047628698054745,2019,1,3,3,9
SKU1,2019-03-10,32103,0.0,0,0,0,0.0,0,0,0,0,0.429662602906464,-0.42047628698054745,2019,1,3,10,10
SKU1,2019-03-17,29664,0.0,0,0,0,0.0,0,0,0,0,0.3869416517190462,-0.42047628698054745,2019,1,3,17,11
SKU1,2019-03-24,28997,0.0,1,0,0,0.0,0,0,0,0,0.37464592775041505,-0.42047628698054745,2019,1,3,24,12
SKU1,2019-03-31,52930,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7000094165191273,-0.42047628698054745,2019,1,3,31,13
SKU1,2019-04-07,55859,0.20481927710843376,1,0,0,0.0,0,0,1,0,0.7291303433929937,-0.42047628698054745,2019,2,4,7,14
SKU1,2019-04-14,59375,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.7621345530404784,-0.42047628698054745,2019,2,4,14,15
SKU1,2019-04-21,119393,0.5301204819277109,0,0,0,0.0,0,0,0,0,1.1398235992640366,-0.42047628698054745,2019,2,4,21,16
SKU1,2019-04-28,31741,0.0,1,0,1,0.0,0,0,0,0,0.4235312917743483,-0.42047628698054745,2019,2,4,28,17
SKU1,2019-05-05,43820,0.20481927710843376,1,0,1,0.0,0,0,0,0,0.5978870993831549,-0.42047628698054745,2019,2,5,5,18
SKU1,2019-05-12,46628,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6314687420211555,-0.42047628698054745,2019,2,5,12,19
SKU1,2019-05-19,28457,0.0,1,0,1,0.0,0,0,0,0,0.3644823881454852,-0.42047628698054745,2019,2,5,19,20
SKU1,2019-05-26,40402,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.5539785989329697,-0.42047628698054745,2019,2,5,26,21
SKU1,2019-06-02,28521,0.0,0,1,0,0.0,0,0,0,0,0.36569698327617944,-0.42047628698054745,2019,2,6,2,22
SKU1,2019-06-09,85108,0.5301204819277109,1,0,1,0.0,0,0,0,0,0.9568040104563557,-0.42047628698054745,2019,2,6,9,23
SKU1,2019-06-16,44596,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6073779690475332,-0.42047628698054745,2019,2,6,16,24
SKU1,2019-06-23,30099,0.0,1,0,1,0.0,0,0,0,0,0.3948125414201271,-0.42047628698054745,2019,2,6,23,25
SKU1,2019-06-30,46193,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.6264010447944219,-0.42047628698054745,2019,2,6,30,26
SKU1,2019-07-07,31093,0.0,0,0,0,0.0,0,0,0,0,0.4123792164240776,-0.42047628698054745,2019,3,7,7,27
SKU1,2019-07-14,31099,0.0,0,0,0,0.0,0,0,0,0,0.41248353858787856,-0.42047628698054745,2019,3,7,14,28
SKU1,2019-07-21,31866,0.0,0,0,0,0.0,0,0,0,0,0.425656325504918,-0.42047628698054745,2019,3,7,21,29
SKU1,2019-07-28,31386,0.0,0,0,0,0.0,0,0,0,0,0.4174502519854231,-0.42047628698054745,2019,3,7,28,30
SKU1,2019-08-04,29985,0.0,0,0,0,0.0,0,0,0,0,0.3927608790031074,-0.42047628698054745,2019,3,8,4,31
SKU1,2019-08-11,31628,0.0,0,0,0,0.0,0,0,0,0,0.4216030469808362,-0.42047628698054745,2019,3,8,11,32
SKU1,2019-08-18,33665,0.0,0,0,0,0.0,0,0,0,0,0.45534932482543705,-0.42047628698054745,2019,3,8,18,33
SKU1,2019-08-25,34550,0.0,0,0,0,0.0,0,0,0,0,0.46937903969993555,-0.42047628698054745,2019,3,8,25,34
SKU1,2019-09-01,36320,0.0,1,0,0,0.0,0,0,0,0,0.4963914116007252,-0.42047628698054745,2019,3,9,1,35
SKU1,2019-09-08,55431,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7249716606812183,-0.42047628698054745,2019,3,9,8,36
SKU1,2019-09-15,57446,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.7442771964130849,-0.42047628698054745,2019,3,9,15,37
SKU1,2019-09-22,58872,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7575346682778867,-0.42047628698054745,2019,3,9,22,38
SKU1,2019-09-29,69480,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.8471102573721793,-0.42047628698054745,2019,3,9,29,39
SKU1,2019-10-06,106885,0.5301204819277109,0,0,0,0.0,0,0,0,0,1.0799881655510124,-0.42047628698054745,2019,4,10,6,40
SKU1,2019-10-13,36072,0.0,0,0,0,0.0,0,0,0,0,0.4926869539845512,-0.42047628698054745,2019,4,10,13,41
SKU1,2019-10-20,37454,0.0,0,0,0,0.0,0,0,0,0,0.5130142805019378,-0.42047628698054745,2019,4,10,20,42
SKU1,2019-10-27,37663,0.0,1,0,1,0.0,0,0,0,0,0.5160229288682828,-0.42047628698054745,2019,4,10,27,43
SKU1,2019-11-03,60365,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.7710752712414628,-0.42047628698054745,2019,4,11,3,44
SKU1,2019-11-10,67770,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.8336369652810554,-0.42047628698054745,2019,4,11,10,45
SKU1,2019-11-17,70327,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.8536615563309848,-0.42047628698054745,2019,4,11,17,46
SKU1,2019-11-24,72587,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.8707631906359955,-0.42047628698054745,2019,4,11,24,47
SKU1,2019-12-01,73956,0.20481927710843376,0,1,0,0.0,0,0,0,1,0.8808654589940176,-0.42047628698054745,2019,4,12,1,48
SKU1,2019-12-08,82558,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.9403566084228188,-0.42047628698054745,2019,4,12,8,49
SKU1,2019-12-15,85762,0.20481927710843376,0,1,0,0.0,0,0,0,0,0.960942890030869,-0.42047628698054745,2019,4,12,15,50
SKU1,2019-12-22,258874,0.5301204819277109,0,1,1,0.0,0,0,0,0,1.5582680974962877,-0.42047628698054745,2019,4,12,22,51
SKU1,2019-12-29,124261,0.5301204819277109,0,1,1,0.0,0,0,0,0,1.1614311269214521,-0.42047628698054745,2019,4,12,29,52
SKU1,2020-01-05,41141,0.1566265060240964,1,0,0,0.0,0,0,0,0,0.5637787510105613,-0.42047628698054745,2020,1,1,5,1
SKU1,2020-01-12,34303,0.04819277108433735,1,0,0,0.0,0,0,0,0,0.465499884481967,-0.42047628698054745,2020,1,1,12,2
SKU1,2020-01-19,47058,0.20481927710843376,1,0,0,0.0,0,0,0,0,0.636431937278709,-0.42047628698054745,2020,1,1,19,3
SKU1,2020-01-26,58185,0.20481927710843376,0,0,0,0.0,0,0,0,0,0.7511882201088892,-0.42047628698054745,2020,1,1,26,4
SKU1,2020-02-02,30020,0.012048192771084338,0,0,0,0.0,0,0,0,0,0.3933916039407185,-0.42047628698054745,2020,1,2,2,5
SKU1,2020-02-09,29239,0.012048192771084338,1,0,1,2.36,1,0,0,0,0.3791394328361654,-0.9650983925583635,2020,1,2,9,6
SKU1,2020-02-16,45572,0.20481927710843376,0,0,0,3.3,1,1,0,0,0.6190831608191958,-1.1953401773730736,2020,1,2,16,7
SKU1,2020-02-23,29275,0.012048192771084338,0,0,0,3.9,1,0,0,0,0.37980470867052385,-1.3466649656443628,2020,1,2,23,8
SKU1,2020-03-01,35684,0.012048192771084338,0,0,0,3.81,1,0,0,0,0.4868398683254267,-1.3237414581036353,2020,1,3,1,9
SKU1,2020-03-08,36955,0.012048192771084338,0,0,0,3.01,1,0,0,0,0.5057625152193341,-1.1234382552682223,2020,1,3,8,10
SKU1,2020-03-15,56886,0.012048192771084338,0,0,0,0.26,1,0,0,0,0.7389806848316084,-0.47829808219225073,2020,1,3,15,11
SKU1,2020-03-22,77842,0.0,0,0,0,-15.7,1,0,0,0,0.9085539791378613,2.3664204617840396,2020,1,3,22,12
SKU1,2020-03-29,43707,0.012048192771084338,0,0,0,-26.63,1,0,0,0,0.5964910507685819,3.7807898038985597,2020,1,3,29,13
SKU1,2020-04-05,39473,0.012048192771084338,0,1,0,-28.49,1,0,0,0,0.5414013002237272,3.9936856588128795,2020,2,4,5,14
SKU1,2020-04-12,64685,0.20481927710843376,0,0,0,-27.3,1,0,1,0,0.8084467067871614,3.8582803862595645,2020,2,4,12,15
SKU1,2020-04-19,39290,0.024096385542168676,1,0,1,-24.28,1,0,0,0,0.538888879206126,3.5014856866603963,2020,2,4,19,16
SKU1,2020-04-26,46829,0.20481927710843376,0,0,0,-22.58,1,0,0,0,0.6337944191459098,3.2917183453341368,2020,2,4,26,17
SKU1,2020-05-03,29536,0.012048192771084338,0,0,0,-18.18,1,0,0,0,0.3846036324195775,2.715261620124422,2020,2,5,3,18
SKU1,2020-05-10,31836,0.012048192771084338,0,0,0,-15.91,1,0,0,0,0.4251470785883236,2.3966924708635515,2020,2,5,10,19
SKU1,2020-05-17,31406,0.012048192771084338,0,0,0,-15.27,1,0,0,0,0.41779466986264585,2.303993524567455,2020,2,5,17,20
SKU1,2020-05-24,71971,0.5421686746987953,0,0,0,-13.24,1,0,0,0,0.8661552271901559,2.000941627087964,2020,2,5,24,21
SKU1,2020-05-31,29177,0.03614457831325302,0,0,0,-10.86,1,0,0,0,0.37799175764921655,1.626744244412819,2020,2,5,31,22
SKU1,2020-06-07,30877,0.012048192771084338,0,0,0,-10.13,1,0,0,0,0.4086101497370391,1.507535185498669,2020,2,6,7,23
SKU1,2020-06-14,26244,0.012048192771084338,0,0,0,-8.68,1,0,0,0,0.32071192089474365,1.2640929270480068,2020,2,6,14,24
SKU1,2020-06-21,25445,0.012048192771084338,0,0,0,-8.57,1,0,0,0,0.3039956168775237,1.2452491265003856,2020,2,6,21,25
SKU1,2020-06-28,26410,0.012048192771084338,0,0,0,-7.5,1,0,0,0,0.3241209874953989,1.0590558726714068,2020,2,6,28,26
SKU1,2020-07-05,26925,0.012048192771084338,0,0,0,-8.04,1,0,0,0,0.334562561368033,1.1536861139343197,2020,3,7,5,27
SKU1,2020-07-12,26973,0.012048192771084338,0,0,0,-9.36,1,0,0,0,0.33552556164268726,1.379389955679427,2020,3,7,12,28
SKU1,2020-07-19,25749,0.012048192771084338,0,0,0,-8.77,1,0,0,0,0.3104168210852431,1.2794702339645487,2020,3,7,19,29
SKU1,2020-07-26,23891,0.012048192771084338,0,0,0,-9.93,1,0,0,0,0.2699244525359178,1.4744917325980493,2020,3,7,26,30
SKU1,2020-08-02,25792,0.012048192771084338,0,0,0,-11.65,1,0,0,0,0.31131895848522306,1.7533454412439615,2020,3,8,2,31
SKU1,2020-08-09,24543,0.012048192771084338,0,0,0,-13.23,1,0,0,0,0.28448170395111105,1.999413394814678,2020,3,8,9,32
SKU1,2020-08-16,23744,0.012048192771084338,0,0,0,-20.35,1,0,0,0,0.26658751456477436,3.0059205826163082,2020,3,8,16,33
SKU1,2020-08-23,23606,0.012048192771084338,0,0,0,-19.41,1,0,0,0,0.26343602543863115,2.8815982118942634,2020,3,8,23,34
SKU1,2020-08-30,24346,0.012048192771084338,1,0,0,-18.83,1,0,0,0,0.28012444390102853,2.8036907669838866,2020,3,8,30,35
SKU1,2020-09-06,51946,0.20481927710843376,1,0,0,-16.44,1,0,0,0,0.6898633601828095,2.4724749343877526,2020,3,9,6,36
SKU1,2020-09-13,83565,0.5301204819277109,1,0,0,-7.28,1,0,0,0,0.9469116223680273,1.0201061389833586,2020,3,9,13,37
SKU1,2020-09-20,50780,0.21686746987951808,1,0,0,-9.87,1,0,0,0,0.677588905900611,1.46454599974157,2020,3,9,20,38
SKU1,2020-09-27,50644,0.20481927710843376,1,0,0,-7.79,1,0,0,0,0.6761389202834459,1.1100462485164158,2020,3,9,27,39
SKU1,2020-10-04,55980,0.20481927710843376,1,0,0,-9.73,1,0,0,0,0.7303002692031172,1.4412802044429784,2020,4,10,4,40
SKU1,2020-10-11,44587,0.20481927710843376,1,0,0,-7.39,1,0,0,0,0.6072688439818167,1.03961004919139,2020,4,10,11,41
SKU1,2020-10-18,43976,0.20481927710843376,1,0,0,-7.56,1,0,0,0,0.5998084837659696,1.0696383261350997,2020,4,10,18,42
SKU1,2020-10-25,49593,0.20481927710843376,0,0,0,-8.39,1,0,0,0,0.6648004170058909,1.214296026014581,2020,4,10,25,43
SKU1,2020-11-01,33267,0.012048192771084338,1,0,1,-7.43,1,0,0,0,0.44891926171966706,1.046687960299454,2020,4,11,1,44
